                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.50269,                0.30252,                 0.9008,                0.86396,                0.68641,                0.77503,                0.45962,                 1.2343,                0.64567,                 1.5879,             0.00076448,             0.00076448,             0.00076448
                    314,                  0.506,                0.30369,                0.90215,                0.88704,                0.66172,                0.76573,                0.45802,                 1.2369,                0.67828,                 1.5976,             0.00076052,             0.00076052,             0.00076052
                    315,                0.51335,                0.30846,                0.89593,                0.88076,                0.68152,                 0.7693,                0.45946,                 1.2268,                 0.6552,                 1.5821,             0.00075656,             0.00075656,             0.00075656
                    316,                 0.5147,                0.30354,                0.90642,                0.87556,                0.67409,                 0.7673,                0.45648,                 1.2247,                0.66131,                 1.5691,              0.0007526,              0.0007526,              0.0007526
                    317,                0.51989,                0.30733,                0.90839,                0.86515,                0.68069,                0.76922,                0.46029,                 1.2313,                 0.6547,                 1.5906,             0.00074864,             0.00074864,             0.00074864
                    318,                0.48715,                 0.2902,                0.90314,                0.86278,                0.68152,                 0.7688,                0.45808,                 1.2282,                0.64333,                 1.5797,             0.00074468,             0.00074468,             0.00074468
                    319,                0.50906,                0.31106,                0.90488,                 0.8861,                0.66007,                0.76749,                  0.457,                 1.2269,                0.66805,                 1.5742,             0.00074072,             0.00074072,             0.00074072
                    320,                0.52205,                 0.3104,                0.90706,                0.88234,                0.66749,                0.76521,                0.45418,                 1.2289,                0.67259,                 1.5757,             0.00073676,             0.00073676,             0.00073676
                    321,                 0.4926,                0.29614,                0.90193,                0.86724,                0.68317,                0.76512,                0.45943,                 1.2305,                0.68734,                 1.5892,              0.0007328,              0.0007328,              0.0007328
                    322,                0.52064,                0.30529,                0.90449,                0.86975,                0.68868,                0.76994,                0.46204,                 1.2201,                 0.6798,                 1.5868,             0.00072884,             0.00072884,             0.00072884
                    323,                0.48983,                 0.2971,                0.89777,                0.88095,                0.67162,                0.76643,                0.45803,                 1.2302,                0.69085,                 1.5858,             0.00072488,             0.00072488,             0.00072488
                    324,                0.50815,                0.30405,                0.90344,                0.88094,                0.67162,                0.76998,                0.46076,                 1.2235,                0.67728,                 1.5809,             0.00072092,             0.00072092,             0.00072092
                    325,                0.48838,                 0.2918,                0.90276,                0.87679,                0.66502,                0.76611,                0.45911,                 1.2284,                0.67738,                 1.5864,             0.00071696,             0.00071696,             0.00071696
                    326,                0.50246,                 0.3065,                 0.9047,                 0.8676,                0.67042,                 0.7666,                 0.4627,                 1.2349,                0.66272,                 1.5938,               0.000713,               0.000713,               0.000713
                    327,                0.50343,                0.29545,                0.90026,                0.86666,                0.67034,                0.76362,                0.46192,                 1.2236,                0.66682,                 1.5823,             0.00070904,             0.00070904,             0.00070904
                    328,                0.50634,                0.30051,                0.90333,                0.87418,                0.68152,                0.76817,                0.45747,                  1.221,                0.65694,                 1.5804,             0.00070508,             0.00070508,             0.00070508
                    329,                 0.4864,                0.29433,                0.89199,                0.86761,                0.67492,                0.76657,                0.45948,                 1.2103,                0.65295,                 1.5665,             0.00070112,             0.00070112,             0.00070112
                    330,                0.46619,                0.29499,                0.90146,                0.87182,                0.67574,                 0.7674,                0.45457,                 1.2177,                0.67298,                 1.5762,             0.00069716,             0.00069716,             0.00069716
                    331,                   0.51,                0.30507,                0.89823,                 0.8822,                0.65498,                0.76684,                0.45816,                 1.2251,                0.67583,                 1.5751,              0.0006932,              0.0006932,              0.0006932
                    332,                0.49149,                0.29366,                0.89586,                0.89637,                0.64686,                0.76482,                0.45781,                 1.2251,                0.68096,                 1.5918,             0.00068924,             0.00068924,             0.00068924
